name,url,specialties,hospitals,able_to_book,appointments_next_4_weeks,first_available_days_away
"Dr Andreas Schenk","https://www.nuffieldhealth.com/consultants/dr-andreas-schenk","General Psychiatry","Bournemouth Hospital","No","0","0"
"Dr Andreea Anton","https://www.nuffieldhealth.com/consultants/dr-andreea-anton","Dermatology","Woking Hospital","Yes","0","0"
"Dr Andrew  Archbold","https://www.nuffieldhealth.com/consultants/dr-andrew-archbold","Cardiology","Highgate Hospital","Yes","8","6"
"Dr Andrew Austin","https://www.nuffieldhealth.com/consultants/dr-andrew-austin","Gastroenterology; General (internal) Medicine","Derby Hospital","Yes","3","20"
"Dr Andrew Barr","https://www.nuffieldhealth.com/consultants/dr-andrew-barr","General (internal) Medicine; Rheumatology","Leeds Hospital","Yes","0","28"
"Dr Andrew Black","https://www.nuffieldhealth.com/consultants/dr-andrew-black","General Practice (GP)","Hereford Hospital","Yes","25","7"
"Dr Andrew Boon","https://www.nuffieldhealth.com/consultants/dr-andrew-boon","Histopathology","Leeds Hospital","No","0","0"
"Dr Andrew Douglass","https://www.nuffieldhealth.com/consultants/dr-andrew-douglass","Gastroenterology; General (internal) Medicine","Tees Hospital","Yes","5","14"
"Dr Andrew Elkins","https://www.nuffieldhealth.com/consultants/dr-andrew-elkins","Respiratory Medicine","Haywards Heath Hospital","Yes","5","6"
"Dr Andrew James","https://www.nuffieldhealth.com/consultants/dr-andrew-james","Clinical Psychology; Psychology","Leeds Hospital","No","0","0"
"Dr Andrew Jordan","https://www.nuffieldhealth.com/consultants/dr-andrew-jordan","Cardiology","Bournemouth Hospital","Yes","8","13"
"Dr Andrew Kelion","https://www.nuffieldhealth.com/consultants/dr-andrew-kelion","Cardiology","Oxford, The Manor Hospital","No","0","0"
"Dr Andrew Lewis","https://www.nuffieldhealth.com/consultants/dr-andrew-lewis","Cardiology","Oxford, The Manor Hospital","Yes","9","14"
"Dr Andrew Ludman","https://www.nuffieldhealth.com/consultants/dr-andrew-ludman","Cardiology","Exeter Hospital","Yes","0","0"
"Dr Andrew Margo","https://www.nuffieldhealth.com/consultants/dr-andrew-margo","General Psychiatry","The Holly Hospital","No","12","8"
"Dr Andrew McLeod","https://www.nuffieldhealth.com/consultants/dr-andrew-mcleod","Cardiology","Newcastle upon Tyne Hospital","Yes","7","14"
"Dr Andrew Milestone","https://www.nuffieldhealth.com/consultants/dr-andrew-milestone","Gastroenterology; General (internal) Medicine","Hereford Hospital","Yes","9","14"
"Dr Andrew Poullis","https://www.nuffieldhealth.com/consultants/dr-andrew-poullis","Gastroenterology","Parkside Hospital","Yes","7","10"
"Dr Andrew T Cole","https://www.nuffieldhealth.com/consultants/dr-andrew-t-cole","General (internal) Medicine; Gastroenterology","Derby Hospital","Yes","0","0"
"Dr Andrew Webb","https://www.nuffieldhealth.com/consultants/dr-andrew-webb","Medical Oncology","Brighton Hospital","No","0","0"
"Dr Angana Nankani","https://www.nuffieldhealth.com/consultants/dr-angana-nankani","General Practice (GP)","Parkside Hospital","No","0","0"
"Dr Anil Taneja","https://www.nuffieldhealth.com/consultants/dr-anil-taneja","Cardiology; General (internal) Medicine","The Holly Hospital","Yes","32","4"
"Dr Anita Biswas","https://www.nuffieldhealth.com/consultants/dr-anita-biswas","Sport and Exercise Medicine","Bournemouth Hospital","No","0","0"
"Dr Anita Takwale","https://www.nuffieldhealth.com/consultants/dr-anita-takwale","Dermatology","Cheltenham Hospital","No","0","0"
"Dr Anita Weerakoon","https://www.nuffieldhealth.com/consultants/dr-anita-weerakoon","Rheumatology","Ipswich Hospital","No","0","0"
"Dr Ann Alleyne  Lonsdale-Eccles","https://www.nuffieldhealth.com/consultants/dr-ann-alleyne-lonsdale-eccles","Dermatology","Wessex Hospital","Yes","0","0"
"Dr Anna Dubois","https://www.nuffieldhealth.com/consultants/dr-anna-dubois","Dermatology","Newcastle upon Tyne Hospital","No","0","0"
"Dr Anna Nuttall","https://www.nuffieldhealth.com/consultants/dr-anna-nuttall","Rheumatology","Highgate Hospital","Yes","36","7"
"Dr Anoop Kuttikat","https://www.nuffieldhealth.com/consultants/dr-anoop-kuttikat","Rheumatology","Cambridge Hospital","Yes","3","17"
"Dr Anshoo Sahota","https://www.nuffieldhealth.com/consultants/dr-anshoo-sahota","Dermatology","The Holly Hospital; Highgate Hospital","Yes","0","6"
"Dr Anthony Bewley","https://www.nuffieldhealth.com/consultants/dr-anthony-bewley","Dermatology","The Holly Hospital","No","0","0"
"Dr Anthony Hemsley","https://www.nuffieldhealth.com/consultants/dr-anthony-hemsley","Geriatric Medicine; General (internal) Medicine","Exeter Hospital","No","0","0"
"Dr Anthony Lerman","https://www.nuffieldhealth.com/consultants/dr-anthony-lerman","Gastroenterology","Highgate Hospital","Yes","22","7"
"Dr Anton Alexandroff","https://www.nuffieldhealth.com/consultants/dr-anton-alexandroff","Dermatology","Cambridge Hospital","Yes","0","0"
"Dr Anton G Borg","https://www.nuffieldhealth.com/consultants/dr-anton-g-borg","Haematology","Warwickshire Hospital","No","0","0"
"Dr Antonella Berry-Brincat","https://www.nuffieldhealth.com/consultants/dr-antonella-berry-brincat","Ophthalmology","Leicester Hospital","Yes","2","21"
"Dr Antonia James","https://www.nuffieldhealth.com/consultants/dr-antonia-james","Geriatric Medicine; General (internal) Medicine","Oxford, The Manor Hospital","No","0","0"
"Dr Antony  Thomas","https://www.nuffieldhealth.com/consultants/dr-antony-thomas","Neurology","Warwickshire Hospital","Yes","0","0"
"Dr Anupam Agarwal","https://www.nuffieldhealth.com/consultants/dr-anupam-agarwal","Geriatric Medicine; General (internal) Medicine","Derby Hospital","Yes","36","7"
"Dr Anurag Bharadwaj","https://www.nuffieldhealth.com/consultants/dr-anurag-bharadwaj","Rheumatology","Brentwood Hospital","Yes","18","5"
"Dr Anusha Sivasuriam","https://www.nuffieldhealth.com/consultants/dr-anusha-sivasuriam","Gynaecology","Cardiff and Vale Hospitals","Yes","0","0"
"Dr Aparna Pal","https://www.nuffieldhealth.com/consultants/dr-aparna-pal","Endocrinology and Diabetes Mellitus","Oxford, The Manor Hospital","No","0","0"
"Dr Apurna  Jegannathen","https://www.nuffieldhealth.com/consultants/dr-apurna-jegannathen","Clinical Oncology","North Staffordshire Hospital","No","0","0"
"Dr Arani  Sridhar","https://www.nuffieldhealth.com/consultants/dr-arani-sridhar","Paediatrics","Leicester Hospital","Yes","0","0"
"Dr Arani Chandrakumar","https://www.nuffieldhealth.com/consultants/dr-arani-chandrakumar","Dermatology","Woking Hospital","Yes","22","12"
"Dr Archana Rao","https://www.nuffieldhealth.com/consultants/dr-archana-rao","Dermatology","Parkside Hospital","Yes","0","0"
"Dr Arjida Woollons","https://www.nuffieldhealth.com/consultants/dr-arjida-woollons","Dermatology","Brighton Hospital","No","0","0"
"Dr Arnd Dominik Schlosshan","https://www.nuffieldhealth.com/consultants/dr-arnd-dominik-schlosshan","General (internal) Medicine; Cardiology","Leeds Hospital","Yes","0","0"
"Dr Arpita Kidambi","https://www.nuffieldhealth.com/consultants/dr-arpita-kidambi","Dermatology","York Hospital","Yes","1","16"
"Dr Arucha Ekeowa-Anderson","https://www.nuffieldhealth.com/consultants/dr-arucha-ekeowa-anderson","Dermatology","The Holly Hospital","Yes","0","0"
"Dr Arumugam Moorthy","https://www.nuffieldhealth.com/consultants/dr-arumugam-moorthy","Rheumatology","Leicester Hospital","Yes","0","0"
"Dr Arun Kurup","https://www.nuffieldhealth.com/consultants/dr-arun-kurup","Gastroenterology; General (internal) Medicine","North Staffordshire Hospital","Yes","0","0"
"Dr Arun Ramachandran Nair","https://www.nuffieldhealth.com/consultants/dr-arun-ramachandran-nair","General (internal) Medicine; Respiratory Medicine","Newcastle upon Tyne Hospital","Yes","0","0"
"Dr Arvin Rodrigues","https://www.nuffieldhealth.com/consultants/dr-arvin-rodrigues","Clinical Neurophysiology","Chester, The Grosvenor Hospital","No","0","0"
"Dr Arvind Vasudeva","https://www.nuffieldhealth.com/consultants/dr-arvind-vasudeva","Cardiology","Parkside Hospital","Yes","236","3"
"Dr Asad Ali","https://www.nuffieldhealth.com/consultants/dr-asad-ali","General (internal) Medicine; Respiratory Medicine","Warwickshire Hospital","Yes","0","0"
"Dr Ashish Arora","https://www.nuffieldhealth.com/consultants/dr-ashish-arora","General Psychiatry","Leicester Hospital","No","0","0"
"Dr Ashish Kotecha","https://www.nuffieldhealth.com/consultants/dr-ashish-kotecha","Cardiology","Exeter Hospital","Yes","10","10"
"Dr Ashish Patwala","https://www.nuffieldhealth.com/consultants/dr-ashish-patwala","Cardiology","North Staffordshire Hospital","Yes","20","9"
"Dr Ashraf Khan","https://www.nuffieldhealth.com/consultants/dr-ashraf-khan","Ophthalmology","Edinburgh Hospital","Yes","16","7"
"Dr Ashwin Pinto","https://www.nuffieldhealth.com/consultants/dr-ashwin-pinto","Neurology","Wessex Hospital","No","0","0"
"Dr Asif Mahmood","https://www.nuffieldhealth.com/consultants/dr-asif-mahmood","Gastroenterology","Parkside Hospital","Yes","6","2"
"Dr Asif Malik Humayun","https://www.nuffieldhealth.com/consultants/dr-asif-malik-humayun","Endocrinology and Diabetes Mellitus; General (internal) Medicine","Highgate Hospital","Yes","0","0"
"Dr Assad  Butt","https://www.nuffieldhealth.com/consultants/dr-assad-butt","Paediatrics","Guildford Hospital","Yes","0","0"
"Dr Astor Rodrigues","https://www.nuffieldhealth.com/consultants/dr-astor-rodrigues","Paediatrics","Oxford, The Manor Hospital","No","0","0"
"Dr Athina Fonia","https://www.nuffieldhealth.com/consultants/dr-athina-fonia","Dermatology","Highgate Hospital","Yes","3","8"
"Dr Athinodoros Valavanis","https://www.nuffieldhealth.com/consultants/dr-athinodoros-valavanis","Neurology","Guildford Hospital","No","0","0"
"Dr Avanish Tantry","https://www.nuffieldhealth.com/consultants/dr-avanish-tantry","Paediatrics","Leeds Hospital","No","0","0"
"Dr Ayman Askari","https://www.nuffieldhealth.com/consultants/dr-ayman-askari","Rheumatology","Shrewsbury Hospital; Wolverhampton Hospital","Yes","12","10"
"Dr Azeem Hakeem","https://www.nuffieldhealth.com/consultants/dr-azeem-hakeem","Forensic Psychiatry; Psychotherapy","Parkside Hospital","No","0","0"
"Dr Bahram Jafar-Mohammadi","https://www.nuffieldhealth.com/consultants/dr-bahram-jafar-mohammadi","Endocrinology and Diabetes Mellitus; General (internal) Medicine","Oxford, The Manor Hospital","No","0","0"
"Dr Banchhita Sahu","https://www.nuffieldhealth.com/consultants/dr-banchhita-sahu","Gynaecology","Shrewsbury Hospital; Wolverhampton Hospital","Yes","82","1"
"Dr Basel El Hanbali","https://www.nuffieldhealth.com/consultants/dr-basel-el-hanbali","Cardiology","Leeds Hospital","Yes","0","0"
"Dr Beata LeBon","https://www.nuffieldhealth.com/consultants/dr-beata-lebon","Palliative Medicine","Guildford Hospital","No","0","0"
"Dr Beatriz Suarez Martinez-Falero","https://www.nuffieldhealth.com/consultants/dr-beatriz-suarez-martinez-falero","Dermatology","Wessex Hospital","Yes","0","0"
"Dr Ben Corden","https://www.nuffieldhealth.com/consultants/dr-ben-corden","Cardiology","Cheltenham Hospital","Yes","5","19"
"Dr Ben Disney","https://www.nuffieldhealth.com/consultants/dr-ben-disney","Gastroenterology","Warwickshire Hospital","Yes","12","6"
"Dr Ben Esdaile","https://www.nuffieldhealth.com/consultants/dr-ben-esdaile","Dermatology","Highgate Hospital","No","22","17"
"Dr Ben Haagsma","https://www.nuffieldhealth.com/consultants/dr-ben-haagsma","Histopathology","Guildford Hospital","No","0","0"
"Dr Benjamin Adeyemi","https://www.nuffieldhealth.com/consultants/dr-benjamin-adeyemi","Cardiology","Parkside Hospital","No","0","0"
"Dr Benjamin Dyer","https://www.nuffieldhealth.com/consultants/dr-benjamin-dyer","Cardiology","Exeter Hospital","Yes","0","0"
"Dr Benjamin Shaw","https://www.nuffieldhealth.com/consultants/dr-benjamin-shaw","Audiovestibular Medicine","Highgate Hospital; Parkside Hospital","No","0","0"
"Dr Bernadette Lavery","https://www.nuffieldhealth.com/consultants/dr-bernadette-lavery","Clinical Oncology","Oxford, The Manor Hospital","No","0","0"
"Dr Bernard Prendergast","https://www.nuffieldhealth.com/consultants/dr-bernard-prendergast","Cardiology; General (internal) Medicine","Oxford, The Manor Hospital","No","0","0"
"Dr Bernard Yung","https://www.nuffieldhealth.com/consultants/dr-bernard-yung","General (internal) Medicine; Respiratory Medicine","Brentwood Hospital","Yes","31","14"
"Dr Beth Thomas","https://www.nuffieldhealth.com/consultants/dr-beth-thomas","General Practice (GP); Menopause","Wessex Hospital","Yes","4","7"
"Dr Bethia Bradley","https://www.nuffieldhealth.com/consultants/dr-bethia-bradley","Respiratory Medicine; General (internal) Medicine","Chichester Hospital","Yes","2","22"
"Dr Bhagyashree Jayaraman","https://www.nuffieldhealth.com/consultants/dr-bhagyashree-jayaraman","Respiratory Medicine; General (internal) Medicine","Highgate Hospital","Yes","36","6"
"Dr Bhavik Modi","https://www.nuffieldhealth.com/consultants/dr-bhavik-modi","Cardiology","Leicester Hospital","Yes","2","12"
"Dr Bhavini Patel","https://www.nuffieldhealth.com/consultants/dr-bhavini-patel","Neurology","Parkside Hospital","Yes","6","15"
"Dr Bhom Raj Thanvi","https://www.nuffieldhealth.com/consultants/dr-bhomraj-thanvi","General (internal) Medicine; Geriatric Medicine","Warwickshire Hospital","No","0","0"
"Dr Bijan Shahrad","https://www.nuffieldhealth.com/consultants/dr-bijan-shahrad","Paediatrics","The Holly Hospital","Yes","51","7"
"Dr Biju Cheruvathoor Simon","https://www.nuffieldhealth.com/consultants/dr-biju-cheruvathoor-simon","General (internal) Medicine; Geriatric Medicine","Leicester Hospital","Yes","4","7"
"Dr Bogdan Nuta","https://www.nuffieldhealth.com/consultants/dr-bogdan-nuta","Cardiology; General (internal) Medicine","Cheltenham Hospital","No","0","0"
"Dr Borka Ceranic","https://www.nuffieldhealth.com/consultants/dr-borka-ceranic","Audiological Medicine; Audiovestibular Medicine","Parkside Hospital","No","0","0"
"Dr Branka Polomcic","https://www.nuffieldhealth.com/consultants/dr-branka-polomcic","General Practice (GP)","Parkside Hospital","Yes","171","3"
"Dr Brian Camilleri","https://www.nuffieldhealth.com/consultants/dr-brian-camilleri","Renal Medicine (Nephrology); General (internal) Medicine","Ipswich Hospital","No","0","0"
"Dr Bruce Gee","https://www.nuffieldhealth.com/consultants/dr-bruce-gee","Dermatology","Warwickshire Hospital","No","0","0"
"Dr Bryan Youl","https://www.nuffieldhealth.com/consultants/dr-bryan-youl","Clinical Neurophysiology","The Holly Hospital","Yes","0","0"
"Dr C Michael Lambert","https://www.nuffieldhealth.com/consultants/dr-c-michael-lambert","Rheumatology","Newcastle upon Tyne Hospital","Yes","3","9"
"Dr Cairine Wilkinson","https://www.nuffieldhealth.com/consultants/dr-cairine-wilkinson","Dermatology","Plymouth Hospital","Yes","0","0"
"Dr Caitlin Imray","https://www.nuffieldhealth.com/consultants/dr-caitlin-imray","General Practice (GP)","Warwickshire Hospital","Yes","90","1"
"Dr Cara Williams","https://www.nuffieldhealth.com/consultants/dr-cara-williams","Gynaecology","Chester, The Grosvenor Hospital","Yes","36","15"
"Dr Catherine Fardon","https://www.nuffieldhealth.com/consultants/dr-catherine-fardon","General Practice (GP)","Highgate Hospital","Yes","0","0"
"Dr Catherine Frankum","https://www.nuffieldhealth.com/consultants/dr-catherine-frankum","General Practice (GP)","Wessex Hospital","No","0","0"
"Dr Catherine Heath","https://www.nuffieldhealth.com/consultants/dr-catherine-heath","Clinical Oncology","Wessex Hospital","No","0","0"
"Dr Catherine Jury","https://www.nuffieldhealth.com/consultants/dr-catherine-jury","Dermatology","Glasgow Hospital","Yes","0","0"
"Dr Catherine Orteu","https://www.nuffieldhealth.com/consultants/dr-catherine-orteu","Dermatology","Highgate Hospital","No","4","12"
"Dr Catriona Anderson","https://www.nuffieldhealth.com/consultants/dr-catriona-anderson","General Practice (GP)","North Staffordshire Hospital","Yes","3","12"
"Dr Charles Crawley","https://www.nuffieldhealth.com/consultants/dr-charles-crawley","Haematology","Cambridge Hospital","No","0","0"
"Dr Charles Gordon","https://www.nuffieldhealth.com/consultants/dr-charles-gordon","Gastroenterology; General (internal) Medicine","Bournemouth Hospital","Yes","6","13"
"Dr Charles Li","https://www.nuffieldhealth.com/consultants/dr-charles-li","Rheumatology; General (internal) Medicine","Guildford Hospital","No","0","0"
"Dr Charlotte Patton","https://www.nuffieldhealth.com/consultants/dr-charlotte-patton","General Practice (GP)","Plymouth Hospital","Yes","0","0"
"Dr Charmian  Banks","https://www.nuffieldhealth.com/consultants/dr-charmian-banks","Gastroenterology; General (internal) Medicine","Guildford Hospital","No","0","0"
"Dr Cheng Boon","https://www.nuffieldhealth.com/consultants/dr-cheng-boon","Clinical Oncology","Wolverhampton Hospital","No","0","0"
"Dr Cherng Jong","https://www.nuffieldhealth.com/consultants/dr-cherng-jong","Dermatology","Tunbridge Wells Hospital","Yes","9","7"
"Dr Cheryl Anne Palmer","https://www.nuffieldhealth.com/consultants/dr-cheryl-anne-palmer","Medical Oncology","Cambridge Hospital","No","0","0"
"Dr Chinnadorai Rajeswaran (Raj)","https://www.nuffieldhealth.com/consultants/dr-chinnadorai-rajeswaran-raj","Endocrinology and Diabetes Mellitus; General (internal) Medicine","Leeds Hospital","No","0","0"
"Dr Chris Bramah","https://www.nuffieldhealth.com/consultants/dr-chris-bramah","","Manchester Institute of Health &amp; Performance (MIHP)","No","0","0"
"Dr Chris Derry","https://www.nuffieldhealth.com/consultants/dr-chris-derry","Neurology","Edinburgh Hospital","Yes","20","20"
"Dr Chris Harland","https://www.nuffieldhealth.com/consultants/dr-chris-harland","Dermatology","Parkside Hospital","No","0","0"
"Dr Chris Hayward","https://www.nuffieldhealth.com/consultants/dr-chris-hayward","Gastroenterology","Plymouth Hospital","No","0","0"
"Dr Chris Speers","https://www.nuffieldhealth.com/consultants/dr-chris-speers","Sport and Exercise Medicine","Warwickshire Hospital","Yes","0","0"
"Dr Chris Tracey","https://www.nuffieldhealth.com/consultants/dr-chris-tracey","General Practice (GP)","Parkside Hospital","Yes","12","5"
"Dr Christian Selinger","https://www.nuffieldhealth.com/consultants/dr-christian-selinger","Gastroenterology","Leeds Hospital","Yes","0","0"
"Dr Christina Williams","https://www.nuffieldhealth.com/consultants/dr-christina-williams","Dermatology","York Hospital","Yes","0","0"
"Dr Christopher Bower","https://www.nuffieldhealth.com/consultants/dr-christopher-bower","Dermatology","Exeter Hospital","No","0","0"
"Dr Christopher Broyd","https://www.nuffieldhealth.com/consultants/dr-christopher-broyd","Cardiology","Brighton Hospital","Yes","10","15"
"Dr Christopher Groves","https://www.nuffieldhealth.com/consultants/dr-christopher-groves","Gastroenterology","Parkside Hospital","Yes","98","6"
"Dr Christopher Hayes","https://www.nuffieldhealth.com/consultants/dr-christopher-hayes","Cardiology; General (internal) Medicine","York Hospital","Yes","3","16"
